id,type,text1,text2,text3,notes
dcp_magellan_fastdestroyer,SHIP,"Unusual for a Magellan ship, a fast, mobile combatant with an emphasis on alpha strikes, sporting a fearsome armored prow for ramming. Captains are cautioned not to allow enemies around to the rear, as most weapons and the heaviest armor are oriented forward.",,,
dcp_magellan_fastfrigate,SHIP,"A new, high-end frigate design, designed to shore up the general weakness of Magellan skirmishing forces. The Almarshad's most unusual feature is an advanced flak drone, which provides it with impressive point-defense capability.",,,
dcp_magellan_missiledrone,SHIP,"A lightweight drone missile, capable of loitering for extended periods and equipped with a low-power PD maser.",,,
dcp_magellan_lev_dronefrig,SHIP,"A simple and utterly disposable corvette, useful mainly as a screen for other vessels. The use of forbidden AI technology has made the Leveller movement a pariah in the Sector, and alienated many of the potential allies who could bolster their numbers - but allows the ship to be operated with a very small, or no, crew.",,,
dcp_magellan_lev_lancefrig,SHIP,"A simple and utterly disposable corvette, useful mainly as a screen for other vessels. The use of forbidden AI technology has made the Leveller movement a pariah in the Sector, and alienated many of the potential allies who could bolster their numbers - but allows the ship to be operated with a very small, or no, crew.",,,
dcp_magellan_lightcruiser,SHIP,"A fast light cruiser, newer than much of the Magellan Fleet but built to a well-balanced design, emphasizing long-range scouting and all-round defense. Production has increased markedly since the end of the second AI War, and is rapidly replacing older cruiser designs in Fleet service.",,,
dcp_magellan_linedestroyer,SHIP,"A simple, stolid brick of a ship, designed for nothing so much as outright brawling at short to medium ranges. More versatile slots than a typical Domain standard design.",,,
dcp_magellan_linefrigate,SHIP,"Somewhat undergunned for its size, but perfectly capable in a close fight.",,,
dcp_magellan_ltfreight,SHIP,"An entirely unimpressive light freighter, the bulk of independent Magellan commerce is carried in these durable hulls; better-protected than most, but scarcely cost-efficient.",,,
dcp_magellan_patroldestroyer,SHIP,"A newer, and above all longer-ranged, vessel than most of the Fleet's destroyers, the Kant class is equipped with a single fighter bay, top-flight sensor drones, and high-capacity fuel tanks. Lightly-built in comparison to a pure combat vessel, the Kant is designed for long-range scouting and anti-piracy duties - at which it, predictably, excels.",,,
dcp_magellan_phasecruiser,SHIP,"Not too far divergent from the first testbed phase-cloak platforms built by the Protectorate, this ungainly, lumpen cruiser is nevertheless a highly effective design in the right hands.",,,
dcp_magellan_phasefrig,SHIP,"A durable, tough phase frigate, notable mainly for the outsized bow mount.

One unusual feature of the Yeager is the modular internal structure; unlike typical phase ships, an enterprising captain could easily convert some of the missile storage spaces into room for extra crew...",,,
dcp_magellan_supply,SHIP,"Slow, bulky, heavily armored and largely defenseless; penal logistics crews have been a staple of Magellan Fleet doctrine for centuries, and this rugged supply ship has outlived several generations of the hapless malcontents who flew her.",,,
dcp_magellan_supportcruiser,SHIP,"A new-model combat cruiser, showing a certain amount of promise as a fleet-level support ship and artillery platform. An unusual asymmetric hull holds a monstrous missile installation, delivering heavy salvoes at long range.",,,
dcp_magellan_supportdestroyer,SHIP,"Tough, swift, and armed to the teeth; a mainstay of Magellan patrol operations and an iconic standard-bearer for the Fleet. The forward quadrant of these ships is a zone of death for anything smaller than another destroyer.",,,
dcp_magellan_supportfrigate,SHIP,"Tough and versatile, a frigate design for all seasons, equipped with an afterburning propulsion pack. Ideal for close pursuits and fleet picket duty.",,,
,,,,,
dcp_magellan_schooner,SHIP,"An antiquated, temperamental design, the Musa is either an elegant, timeless classic, or a clapped-out fuel-guzzling relic, depending on who you ask, the condition of the hull, and whether they've had to clean the notoriously fickle thruster-injection filters lately. Regardless, it's a tough and well-found little cargo ship; large for a frigate, decently armed, and remarkably agile.",,,
dcp_magellan_skiff,SHIP,"One of the rare civilian ships unique to Magellan space, this antiquated vessel is as well-armed as some patrol frigates in more secure regions.",,,
dcp_magellan_skipjack,SHIP,"Shrouded in myth and legend, the Mallory is a hull so antiquated, and yet so timeless, that nearly every starfarer for the last millenium could tell you the ship's name and reputation, but no two could agree on its original specifications or performance. Over the centuries, myriad variants were produced; the interior volume is highly configurable, and the internal flux frame is massively overbuilt.",,,
dcp_magellan_skate,SHIP,"An ancient escort/interceptor fighter, for exclusive use with the Mallory clipper. High speed and generous missile storage make for an highly effective general-purpose fighter/interceptor.",,,
dcp_magellan_rounder,SHIP,"An ancient heavy support fighter, for exclusive use with the Mallory clipper. While not especially fast, the Rounder is agile and well-shielded, making it exceptionally dangerous to frigates and destroyers.",,,
dcp_magellan_rounder_leveller,SHIP,"An ancient heavy support fighter, for exclusive use with the Mallory clipper. This inventive Leveller conversion to a light bomber is surprisingly effective.",,,
,,,,,
dcp_magellan_balefiremrm_pod,WEAPON,"A launch system for Balefire heavy fusion missiles. While not as powerful as dedicated anti-armor missiles, the Balefire is more effective against shields, and this compact launcher carries generous reloads.",Fire Support,,
dcp_magellan_balefiremrm_tube,WEAPON,"A launch tube for Balefire heavy fusion missiles. While not as powerful as dedicated anti-armor missiles, the Balefire is more effective against shields, and the magazine can sustain fire for a considerable time.",Fire Support,,
dcp_magellan_beehive,WEAPON,"A large-caliber smoothbore cannon, firing a scattering blast of explosive shells at medium range.",Strike,,
dcp_magellan_bonecracker,WEAPON,"A compact and terrifying fragmentation shotgun, flinging an explosive shell surrounded by a cloud of semi-molten debris that chews up damaged armor and unprotected hull. A simple target-tracking system allows it to be used as supplemental point defense.

While punishments for misuse of resources in the Fleet's lower ranks tend to the draconian and final, that doesn't stop tertiary-battery crews assigned to Bonecracker stations from setting up occasional unauthorized skeet-shooting matches, using scraps of rusted hull plating for targets. Many astute commanders look the other way; anything that improves gunnery performance can be forgiven, so long as there are no major accidents.",Assault,,
dcp_magellan_bonecrusher,WEAPON,"A clumsy but devastating heavy autocannon, firing enormous semi-molten bolts. The heavier bolts have excellent penetration, and allow even a single mount to chew through a substantial belt of armor.",Assault,,
dcp_magellan_bonesaw,WEAPON,"Firing a burst of semi-molten flechettes with a weak electrical charge, the Bonesaw electrostatic autogun is a fearsome brawling weapon, albeit quite ineffective against shields and with lower than expected penetration against heavy armor.",Assault,,
dcp_magellan_bonesaw_ftr,WEAPON,"Firing bursts of semi-molten bolts with a weak electrical charge, the Bonechipper electrostatic autogun is a fearsome interceptor weapon, ineffective against shields and with low penetration against heavy armor.",Assault,,
dcp_magellan_boneshaker,WEAPON,"A twin-mount electrostatic cannon, the Boneshaker couples the reliable weapons with a high-torque traversing motor and a robust burst regulator.",Assault,,
dcp_magellan_boneshaker_ftr,WEAPON,"A twin mounting of the Bonechipper, this turret couples the reliable weapons with a high-torque traversing motor and a robust burst regulator.",Assault,,
dcp_magellan_boneshakerbattery,WEAPON,"A triple-mounted electrostatic cannon, favored by captains who need a little extra edge. While tracking suffers from the heavier mount, it delivers half again the firepower.",Assault,,
dcp_magellan_burstmaster,WEAPON,"A large-caliber smoothbore cannon, firing a high-velocity explosive round for piercing thick armor at long range. A specialized autoloader allows for fast followup shots.",Strike,,
dcp_magellan_bursttpc,WEAPON,"A monstrous, but otherwise unremarkable, heavy energy weapon, built into the ship's frame. Respectable damage, and includes a significant electrical component.",Strike,,
dcp_magellan_calliope_sm,WEAPON,"Fires a salvo of small, high-speed rockets with next to no payload capacity; the resulting kinetic strike is perfect for stressing shield generators.",Close Support,,
dcp_magellan_calliope,WEAPON,"Fires a barrage of small, high-speed rockets with next to no payload capacity; the resulting kinetic strike is perfect for stressing shield generators.",Close Support,,
dcp_magellan_crackerafm,WEAPON,Launches a salvo of four anti-fighter missiles with fragmentation warheads.,Anti-Fighter,,
dcp_magellan_crackerftr,WEAPON,Launches a salvo of two anti-fighter missiles with fragmentation warheads.,Anti-Fighter,,
dcp_magellan_crackerftrdouble,WEAPON,Launches a double salvo of four anti-fighter missiles with fragmentation warheads.,Anti-Fighter,,
dcp_magellan_crackerftrsingle,WEAPON,Launches a single anti-fighter missile with a fragmentation warhead.,Anti-Fighter,,
dcp_magellan_clusterlrm_builtin,WEAPON,"A launch system for Stormfire mid-range cluster missiles, integrated into the ship's hull. In addition to carrying a staggering ten reloads per tube, it also contains a small autofactory installation to resupply the magazines slowly over time.",Fire Support,,
dcp_magellan_cruiserlrm_builtin,WEAPON,"A launch system for Balefire heavy fusion missiles, integrated into the ship's hull. In addition to carrying a staggering eight reloads per tube, it also contains a small autofactory installation to resupply the magazines slowly over time.",Fire Support,,
dcp_magellan_dualelectrontorp,WEAPON,"Projects two devastating pulses of unstable plasma that arc along a ship's hull on impact, disabling weapons and engines.",Strike,,
dcp_magellan_ebolter_ftr,WEAPON,"A lightweight energy weapon, useful against other fighters and light armor.",Anti-Fighter,,
dcp_magellan_electrolance_med,WEAPON,"A powerful, but otherwise unremarkable, energy weapon, built into the ship's frame. Respectable damage, and includes a significant electrical component.",Strike,,
dcp_magellan_electrontorp,WEAPON,"Projects a devastating pulse of unstable plasma that arcs along a ship's hull on impact, disabling weapons and engines.",Strike,,
dcp_magellan_electrontorp_ftr,WEAPON,"Projects two devastating pulses of unstable plasma that arc along a ship's hull on impact, disabling weapons and engines.",Strike,,
dcp_magellan_emissile_ftr,WEAPON,"A compact and low-damage EMP missile, mainly useful for distracting point defense and knocking out engines.",Close Support,,
dcp_magellan_emg_ftr,WEAPON,"A simple machine gun, firing heavy slugs rapidly and with reasonable accuracy.",Anti-Fighter,,
dcp_magellan_estat_ftr,WEAPON,"A simple twin-linked machine gun, firing heavy slugs rapidly and with reasonable accuracy.",Anti-Fighter,,
dcp_magellan_fusbomb_ftr,WEAPON,"A small bay for flux-primed fusion bombs, capable of devastating even hardened targets.",Strike,,
dcp_magellan_hvyfusionbomb_barrage,WEAPON,"An array of launch tubes for heavy, flux-primed fusion bombs, capable of carpeting targets in fire with a single devastating salvo. Because the bombs are externally-primed, they require flux to arm and fire.",Strike,,
dcp_magellan_hvyfusionbomb_pod,WEAPON,"A simple discharger for enormous, flux-primed fusion bombs, capable of devastating even hardened targets - provided they can be delivered through point-defenses and shielding. Because the bombs are externally-primed, they require flux to arm and fire.",Strike,,
dcp_magellan_largebonecrusher,WEAPON,"An ancient, devastating twin-mount heavy autocannon, firing enormous semi-molten bolts in linked salvos. The heavier bolts have excellent penetration, and allow even a single mount to chew through a substantial belt of armor.

While the single-mount Bonecrusher weapon is notoriously inaccurate, this twin turret is pleasantly stable, allowing for much more accurate fire. Turret crews also appreciate the protection afforded by the heavy iridium-composite cast armor.",Assault,,
dcp_magellan_largemortar,WEAPON,"An enormous, low-velocity artillery piece, firing a massive hellbore-type shell at long range. The detonation is so large it threatens not just the target, but nearby ships as well.",Fire Support,,
dcp_magellan_linkflak,WEAPON,"A burst-capable light flak gun, mounted in a twin housing and intended as supplemental point defense.",Point Defense,,
dcp_magellan_LKmissile_pod,WEAPON,"Fires a barrage of high-speed rockets with limited payload capacity; the resulting kinetic strike is perfect for stressing shield generators, and instead of a conventional warhead, each rocket carries an electron compression charge to destabilize electrical systems as well.",Close Support,,
dcp_magellan_medciws,WEAPON,"A heavy rotary cannon in an armored housing, firing long bursts of explosive shells to shoot down missiles and fighters. Also highly effective in close combat.",Point Defense,,
dcp_magellan_medciws_ftr,WEAPON,"A heavy rotary cannon in a compact mount, firing abbreviated bursts of explosive shells to shoot down missiles and fighters. Also highly effective in close combat.",Point Defense,,
dcp_magellan_medgatling,WEAPON,"A high-velocity autocannon, perfect for hammering an enemy shield with salvos of kinetic cluster shells.",Close Support,,
dcp_magellan_medhetlaser,WEAPON,"A heavy fusion torch, firing a long burst of raw, high-temperature plasma that devours armor and hull plating.",Strike,,
dcp_magellan_medpdmaser,WEAPON,"Three standard maser units, linked into a common targeting system and rotated on a common housing. The focused fire of three masers is perfectly adequate to destroy most incoming missiles.",Point Defense,,
dcp_magellan_minifusion_lance,WEAPON,"An oversized beam weapon, closely integrated into the corvette's power systems.",Strike,,
dcp_magellan_quenchcannon,WEAPON,"An advanced spinal-mount magnetic cannon, firing large hypervelocity slugs that stress shield generators and spall into deadly fragments behind armor. Due to the huge recoil and power requirements, this weapon must be integrated into the ship's frame to fire safely.",Close Support,,
dcp_magellan_quenchgun,WEAPON,"An advanced magnetic cannon, firing hypervelocity slugs that stress shield generators and spall into deadly fragments behind armor.

Unlike most Magellan weapons, Quench Guns are extremely accurate and fast, and predictably, their crews tend towards the upper end of both the social scale and the career track for gunnery. This is balanced out somewhat by the graphic accounts of what happens if a poorly-maintained solenoid coil should scrape the projectile on the way out of the barrel - typically disassembling the mount explosively, and turning the crew into chunky salsa as the fragments of their weapon spall back into the gunnery station.",Close Support,,
dcp_magellan_ripfireftr,WEAPON,"A launch bay for fast, light missiles with simple guidance, firing salvoes of three. Each missile is individually weak, but volume of fire and repeated barrages can chew away armor.",Close Support,,
dcp_magellan_ripfiresrm,WEAPON,"A launcher for fast, light missiles with simple guidance, firing salvoes of five. Each missile is individually weak, but volume of fire and repeated barrages can chew away armor.",Close Support,,
dcp_magellan_ripfiresrmpod,WEAPON,"A launch pod for fast, light missiles with simple guidance, firing salvoes of ten. Each missile is individually weak, but volume of fire and repeated barrages can chew away armor.",Close Support,,
dcp_magellan_rendfiresrmpod,WEAPON,"A launch pod for fast short-range missiles with simple guidance, firing salvoes of fifteen. Each missile is individually weak, but sheer volume of fire makes them a formidable close-range weapon.",Close Support,,
dcp_magellan_revgrenade,WEAPON,"A revolver-breech grenade launcher, firing powerful explosive charges. Capable of sustaining a high rate of fire, for a brief time.",Strike,,
dcp_magellan_salvoag,WEAPON,"A battery of small rifled cannons, firing a salvo of low-velocity explosive shells at medium range.",Strike,,
dcp_magellan_smciws,WEAPON,"A light rotary cannon in an armored housing, firing bursts of explosive shells to shoot down missiles and fighters.",Point Defense,,
dcp_magellan_smciws_ftr,WEAPON,"A light rotary cannon in a compact mount, firing abbreviated bursts of explosive shells to shoot down missiles and fighters.",Point Defense,,
dcp_magellan_smgatling,WEAPON,"A light rotary autocannon, perfect for hammering an enemy shield with a constant stream of light kinetic shells.

Unlike more typical gatling cannons with fixed barrels, this weapon uses a carousel-type rotating cage to cycle the action, allowing the barrels to recoil individually. Consequently, it's shockingly accurate for a high-velocity autocannon.",Close Support,,
dcp_magellan_smhetlaser,WEAPON,"A light fusion torch, firing a long burst of raw, high-temperature plasma that devours armor and hull plating.",Strike,,
dcp_magellan_smpdmaser,WEAPON,"A simple maser unit, slaved to a point-defense microcomputer and mounted to a high-torque turret. While useless against shields or armor, the bursts of intense microwaves destroy incoming missiles at a surprisingly low flux cost.",Point Defense,,
dcp_magellan_sniperautogun,WEAPON,"A light, accurate autocannon, perfect for straining an enemy shield with a steady stream of light kinetic shells.

While it has little else to recommend it, this weapon is popular for the simple fact that it allows smaller and weaker ships to contribute to a fight from the backline; many Magellan commanders also find that the weapon is useful in bulk on larger ships with abundant small mounts.",Close Support,,
dcp_magellan_slamfire_rack,WEAPON,"A rack of high-speed dumbfire torpedoes, largely unremarkable except for their blistering terminal speed.",Strike,,
dcp_magellan_slamfire_single,WEAPON,"A high-speed dumbfire torpedo, largely unremarkable except for its blistering terminal speed.",Strike,,
dcp_magellan_solenoidgun,WEAPON,"A simple magnetic cannon, firing unusually large, dense slugs.",Fire Support,,
dcp_magellan_solenoidbattery,WEAPON,"A battery of simple magnetic cannon, firing a salvo of unusually large, dense slugs.",Fire Support,,
dcp_magellan_stratLRM_launcher,WEAPON,"Fires a salvo of four heavy, clumsy long-range missiles with enormous fragmentation warheads, each scattering a huge payload of shrapnel over a wide area. Ineffective against heavy armor, but devastating to smaller targets.",Close Support,,
dcp_magellan_flakcharge,WEAPON,"A light flak projector, mounted in an armored housing and intended as supplemental point defense.",Point Defense,,
dcp_magellan_triflak,WEAPON,"A light flak projector, mounted in an armored housing and intended as supplemental point defense.",Point Defense,,
,,,,,
dcp_magellan_diffusiongun,WEAPON,"""...in some contexts, however, it's always acceptable to spray and pray.""",- Breaching Tactics: A Small Unit Handbook,,
dcp_magellan_diffusionlaser,WEAPON,"""Bravery has little to do with it. You get in the cockpit, and you roll the dice. Talent is simply a matter of not rolling snake eyes - plus good publicity.""",- attributed to Magellan fighter ace Maeillen Sxown,,
dcp_magellan_ebolter,WEAPON,"""...we shall be as fetters about the feet of the mighty, harrying them night and day with cries for justice.""",- traditional Leveller slogan,,
dcp_magellan_scatterblaster,WEAPON,"""...just scaled it up, and decided all the design flaws and unintended consequences were features.""",- Production report on new weapons,,
dcp_magellan_trinitycannon,WEAPON,"""...just scaled it up, and decided all the design flaws and unintended consequences were features.""",- Production report on new weapons,,
dcp_magellan_edefensor,WEAPON,"""A sharpshooter's job is not to shoot, but to see clearly from a distance.""",- Breaching Tactics: A Small Unit Handbook,,
dcp_magellan_eflak,WEAPON,"""There is no power in the universe more steadfast and terrible than the voice of the people speaking up to say, Enough.""",- The Little Purple Book,,
dcp_magellan_electromissile_pod,WEAPON,"""...one'a these days, people are gonna get tired of livin' in underground cities and eatin' recycled waste, and they're not gonna write no polite letters t' express their feelin's about it, neither.""",- overheard in a Jeshad tramway tunnel,,
dcp_magellan_fuelrod_gun,WEAPON,"""The line between field innovation and reckless disregard for crew safety, or indeed, anyone's safety, isn't always clear - but I think we can all agree which side of that line this monstrosity falls on.""",- Fleet War College research report on improvised weaponry,,
dcp_magellan_fuelscatter_flak,WEAPON,"""Oh good. So what you're telling me is that you made a weapon so dangerous, everything in the vicinity of the bore might catch chunks of shrapnel? Slow clap, everybody. This lab's got a rising star!""","- Fleet War College research report on improvised weaponry, verbal addendum",,
dcp_magellan_herdlaser,WEAPON,"""...at this point I ceased argument with the Herdmaster, and shot him in the stomach.""","- After-action report, Karic system Blackcollar detachment",,
dcp_magellan_laservulcan,WEAPON,"""...the ancients were not bound by many of the same technological limitations as we are today - although it's clear they shared some of our design concepts.""",- Engineering Mate's log,,
dcp_magellan_ioncharge,WEAPON,"""...so, you're not a fan of fireworks, then? Judging by the jumping, the screaming, and the way you slapped me, anyway.""",- overheard during Landing Day celebrations on Turan,,
dcp_magellan_silverdart,WEAPON,"""...I have no idea what that fancy shell jacket is doing, but every time it hits something conductive, things get real ugly.""","- Iapetus McCollum, 'Unknown Munitions' holoshow",,
dcp_magellan_medautocannon,WEAPON,"""This weapon really ought to be in a museum somewhere - from the look of it, it dates back to manufacturing patterns that could well have originated on Old Earth itself...""","- Iapetus McCollum, 'Unknown Munitions' holoshow",,
dcp_magellan_radflamer,WEAPON,"""Bring your Geiger counter and thaw some steaks - it's barbecue time, boys!""",- Herdmaster Duvo 'Pitman' Tohad,,
dcp_magellan_radflamer_med,WEAPON,"""Bring your Geiger counter and thaw some steaks - it's barbecue time, boys!""",- Herdmaster Duvo 'Pitman' Tohad,,
dcp_magellan_radmissile_launcher,WEAPON,"""Oh, what a glorious way to go - everything's so bright and so green!""",- Reputed to be the last words of 'glowboy' pilot No-Credits Korb,,
dcp_magellan_stunfire_rack,WEAPON,"""There's a time and a place for subtlety, but there's never a bad time to throw something loud, explosive, and fast, right at the other guy's faceplate.""",- Breaching Tactics: A Small Unit Handbook,,
dcp_magellan_stunfire_ftr,WEAPON,A simple rack holding three Stunfire anti-armor grenades.,Strike,,
dcp_magellan_supersolenoid,WEAPON,"An advanced magnetic cannon, firing large ultravelocity slugs that badly stress shield generators and overload electrical systems on impact. Due to the huge recoil compensation and power requirements, this weapon must be integrated into the ship's frame to fire safely.",Close Support,,
dcp_magellan_supersolenoid_sm,WEAPON,"An advanced magnetic gun, firing ultravelocity slugs that stress shield generators and overload electrical systems on impact. Due to the significant recoil compensation and power requirements, this weapon is typically integrated into the ship's frame.",Close Support,,
dcp_magellan_targetingbeam,WEAPON,"A simple low-powered laser for illuminating a target ship, scarcely worth mentioning in the same breath as actual weaponry.",Point Defense,,
,,,,,
dcp_magellan_electromissile_single,WEAPON,"A launcher for Strikefire MRMs, holding three rounds in a compact internal magazine.",Close Support,,
dcp_magellan_strikefire_tube,WEAPON,"A launch tube for Strikefire MRMs, holding eight rounds in a compact internal magazine.",Close Support,,
,,,,,
dcp_magellan_bonegrinder,WEAPON,"""There's violent, there's crude, and there's heaps of fun, and sometimes in this business, you get the glorious privilege to fire and to write about weapons that are all three at once, with whipped cream and a big red cherry on top.""","- Iapetus McCollum, 'Unknown Munitions' holoshow",,
,,,,,
dcp_magellan_burstjets_ftr,SHIP_SYSTEM,Provides a brief burst of extra speed and maneuverability by supercharging the engines.,Movement,Provides a brief burst of extra speed and maneuverability by supercharging the engines.,
dcp_magellan_burstjets,SHIP_SYSTEM,Provides a brief burst of extra speed and maneuverability by supercharging the engines.,Movement,Provides a brief burst of extra speed and maneuverability by supercharging the engines.,
dcp_magellan_burndrive,SHIP_SYSTEM,Temporarily engages a primary burn on the system travel drive of the ship. Provides a massive speed boost for a fixed time at the expense of being able to use shields. The ship runs the risk of full engine flameout on any significant collision.,Movement,Temporarily engages a primary burn on the system travel drive of the ship. Provides a massive speed boost for a fixed time at the expense of being able to use shields. The ship runs the risk of full engine flameout on any significant collision.,
dcp_magellan_flakpods,SHIP_SYSTEM,Fires a large number of flak canisters with variable-timed proximity fuses all around the ship.,Defensive,Fires a large number of flak canisters with variable-timed proximity fuses all around the ship. Each canister deals 150 High Explosive damage in an area and is targeted to avoid friendly fire.,150 High Explosive
dcp_magellan_microburn,SHIP_SYSTEM,Provides a brief burst of extra speed by supercharging the engines.,Movement,Provides a brief burst of extra speed and maneuverability by supercharging the engines.,
dcp_magellan_microburn_capital,SHIP_SYSTEM,Provides a brief burst of extra speed by supercharging the engines.,Movement,Provides a brief burst of extra speed and maneuverability by supercharging the engines.,
dcp_magellan_drone_strike,SHIP_SYSTEM,"Commands one of the missile drones to attack. The drone tracks a nearby target like a missile, dealing massive area damage on impact.",Offensive,Commands one of the missile drones to attack and sends it after a target. The drone deals 600 High Explosive damage on impact.,600 High Explosive
dcp_magellan_ammofeed,SHIP_SYSTEM,"Activates a supplemental accelerator system, increasing the speed, range, and fire rate of all ballistic weapons. The system must be offlined for cooling after a short time.",Offensive,"Activates a supercharged accelerator system, increasing the speed, range, and fire rate of all ballistic weapons. The system must be offlined for cooling after a short time.",
dcp_magellan_targdrones,SHIP_SYSTEM,"Deploys a pair of drones that improve the ship's weapon and sensor range, along with better recoil compensation through improved rangefinding data. Each drone is also armed with a PD maser.",Drones (midline),Deploys a pair of drones that improve the ship's weapon and sensor range. Each drone is also armed with a PD maser.,
dcp_magellan_targdrones_lev,SHIP_SYSTEM,"Deploys a pair of drones that improve the ship's weapon and sensor range, along with better recoil compensation through improved rangefinding data. Each drone is also armed with a miniature electron bolter.",Drones (high tech),Deploys a pair of drones that improve the ship's weapon and sensor range. Each drone is also armed with a miniature electron bolter.,
dcp_magellan_smokelayer,SHIP_SYSTEM,Deploys a barrage of smoke- and chaff-dispersing pods to confuse missiles and obscure sensors. Holds three charges.,Defensive,Deploys a barrage of smoke- and chaff-dispersing pods to confuse missiles and obscure sensors. Holds three charges.,
dcp_magellan_smokelayer_bad,SHIP_SYSTEM,Deploys a barrage of smoke- and chaff-dispersing pods to confuse missiles and obscure sensors. Holds two charges.,Defensive,Deploys a barrage of smoke- and chaff-dispersing pods to confuse missiles and obscure sensors. Holds two charges.,
dcp_magellan_smokelayer_def,SHIP_SYSTEM,Deploys a barrage of smoke- and chaff-dispersing pods to confuse missiles and obscure sensors.,Defensive,Deploys a barrage of smoke- and chaff-dispersing pods to confuse missiles and obscure sensors.,
dcp_magellan_ionchargelayer,SHIP_SYSTEM,Deploys a barrage of electron charges to confuse missiles and obscure sensors.,Defensive,Deploys a barrage of electron charges to confuse missiles and obscure sensors.,
dcp_magellan_fightercom,SHIP_SYSTEM,"Sends real-time combat data to fighter wings from this carrier, temporarily increasing their damage, speed, and defensive abilitities.",Fighter,"Sends real-time combat data to fighter wings from this carrier, temporarily increasing their damage, speed, and defensive abilitities.",
,,,,,
planet_annore,CUSTOM,"A jewel-like ocean world, home to the ruling aristocracy of the Magellan Protectorate. Enormous, semi-mobile platforms support glorious, glittering arcology-estates, each more delicate and gaudy than the last as they drift lazily over the brilliant waters. Heavily-armed ocean platforms swirl around the surface as well, constantly tracking any nearby orbital ships deemed to be threats by a planet-wide network of sensors.",,"A shining blue marble around Magella's orange vastness, Annore is a world at once beautiful and forbidding; the spires of her ethereal ocean estates gleam bright, almost obscuring the long, questing muzzles of STO rocket-gun batteries that interrogate the heavens for outsider mischief. The good life is on display here; a rich, aristocratic tradition of plenty and sophistication by Sector standards. Mute personal servants and whimsical automatons scamper after every citizen's whim and fancy, and high technology invisibly secures a vast array of privileges for those honored to call themselves Citizens of Annore. The Protectorate's ruling class forms yet another tier of rarefied aristocratic power and status, above even the citizenry of this hermetic paradise.",
station_annoreorbital,CUSTOM,"A small station, by the standards of the wealth and privilege enjoyed by Annore's inhabitants; Annore Orbital is a surprisingly busy commercial starport, importing and exporting a huge volume of goods for the benefit of the planet below. Automated refining and manufacturing take place here, tastefully separated from Annore itself.",,"A combination of commercial starport and vast government structure, Annore Orbital is home to the twice-yearly Convocation, in which the leading families of Annore gather to divide the material spoils of a brutally pointed social pyramid. The bacchanal atmosphere suffuses the station the rest of the year round; a 'trip upstairs', as the locals call it, is almost always an occasion for debauchery and dissipated excess.",
planet_jeshad,CUSTOM,"Parched dry and crowded with semi-buried cities, Jeshad is a harsh planet, scoured by dust storms that can imperil the most hardened landing craft. The bulk of the Magellan population lives here, crammed into arcologies that ring the narrow livable belts around the poles where temperatures are bearable most of the day.",,"A desperately dry, overpopulated world, Jeshad is the manpower reserve that keeps the Magellan state afloat; recruits for the Fleet and the Protector's Army are levied on Jeshad, offering pay and benefits that seem munificent to the inhabitants of the crowded, parched hive-cities that ring the cooler poles. Nomadic raiders travel the great equatorial deserts, raiding outlying settlements and skirmishing with one another using everything from primitive chemical firearms to surprisingly modern energy weaponry. Each clan hews to no law but their own in the fleets of armored rovers they call home, while their punctiliousness in matters of honor and cut-throat competition for resources have made them both highly fractious and highly skilled. Attempts to recruit the desert nomads for the Fleet have been a mixed success; some of the greatest Magellan heroes and worst mutineers have hailed from the deep deserts of Jeshad.",
planet_magella,CUSTOM,"A sight to behold, and the dominant orbital body in the night skies of both Annore and Jeshad, the gas giant Magella orbits close around Khamn, glowing like a second sun from the reflected light.",,"Majestic and hazardous in equal measure, Magella is intensively mined for volatiles by a small flotilla of independent gas harvesters; every now and then, one of the ill-maintained, scrappy craft will plummet into the roiling cloudbanks in a shower of light and screaming metal.",
planet_pariya,CUSTOM,"Barren, but with ideal conditions for antimatter fuel production, Pariya hosts a small outpost around the primary fuel plant and several batteries of guns dedicated to protecting it.",,"The compact, spartan fuel production bases and outlying security outposts on Pariya's surface look and feel far more like a military outpost than a commercial endeavor; armed guards are everywhere, and especially alert at the (frequent) checkpoints.",
planet_turan,CUSTOM,"A temperate desert world verging on airless, Turan is home to both substantial heavy industry and a small agricultural colony, populated chiefly by Magellan dissidents and exiles.",,"Unlike the vastly less hospitable colony of Valca, the rift valleys and deeper craters of Turan are shirt-sleeve habitable by human beings, albeit with breath masks for anything longer than a quick hike. A competitive industrial sector and hardy farming domes ensure that the planetary government is merely subservient to the Magellan governing structure that dominates local space; interference in local affairs is rare, and the smarter locals work to keep it that way.",
station_turanstarport,CUSTOM,"A small customs port, mainly useful for maintining the defense platform that protects Turan from invasion.",,"This little port is vastly overshadowed by Meetpoint Turan, and spacers avoid docking here if possible in favor of the larger, more favorable station in higher orbit.",
planet_valca,CUSTOM,"Icy, foreboding, but nevertheless rich in volatiles, the Valca colony is technically independent of Magellan control, and serves a secondary purpose as a dumping ground for undesirables.",,"A frozen world with rich deposits of volatiles, Valca was colonized to supply the Fleet's new fuel production facilities and just as quickly became a hotbed of dissent; the solution was to declare the planet nominally independent, and lock the new government into a highly favorable contract for volatile supply. Port controls and the station in orbit keep trouble that brews on the surface contained there, while poverty and the harsh surface conditions impose their own kind of order on any exiles looking to return home at the head of a revolution.",
